id,language,namespace,label,text
026bf45d-3dd6-4d3b-b165-35aaee80aebd,en,translation,root.sign-in.succeed.subtitle,"Be careful here, dude, it's quite dangerous 'round here!"
09c3e874-37f5-4556-8ec2-3ea7d9860aa3,en,translation,root.sign-in.continue,Continue!
4e64d3ed-8cfa-4dc5-915f-911ed0694e9c,en,translation,public.sign-out.succeed.title,You are logged out!
6391dd6b-7bb3-4cf5-a128-2ffad302ca25,en,translation,public.sign-out.succeed.subtitle,"We will miss you, so see you soon!"
d1c6e67f-25f8-4e1c-bc32-b9f416fd52de,en,translation,public.sign-out.continue,Continue!
5db3ce15-f079-4fc0-9a16-2f3aa5ad83fe,en,translation,public.sign-out.title,See you soon!
45ed8c0b-bf03-4e05-bbc6-78e8367f24ed,en,translation,root.sign-in.title,Welcome back!
f1e373a5-8d0f-4cc3-b2ba-a11d2bc671aa,en,translation,root.user.edit.menu,Edit
90b7c616-ab25-40e6-ac7f-6e352aa154cf,en,translation,root.user.create.form.submit,Create!
9056ae5e-e1f4-43c8-b97b-8e96124dc61f,en,translation,root.user.form.cancel,Cancel!
5cbd6fa9-aca5-4c4d-a6da-8c9b34696829,en,translation,root.user.form.name.label,Name
b39490ea-bdea-4111-96e6-b13033a2bd4c,en,translation,root.user.form.title,Registration
3416d2c5-77fa-46bf-846c-ac9f7a732a89,en,translation,root.user.list.table.id.column,UUID
8e45b2b6-8830-400d-9986-2038afd2723d,en,translation,root.user.list.table.name.column,Name
19e17ccb-21c5-49cc-a738-22e2ea9f1bb4,en,translation,root.user.list.table.login.column,Login
37ba5d83-a29e-4ce2-aa15-af0e15ceeaec,en,translation,root.user.list.table.token.column,Token
327cc046-a674-4906-8018-d3ffcbf2e46d,en,translation,root.user.list.table.site.column,Site
6060c93b-816e-4b10-b778-11385fb7e36c,cs,translation,root.home.title,Administrace serveru
d16d2dd7-fbb3-4859-b52f-e114fed1eecc,en,translation,common.copy-id,Copy UUID
25215c99-47d2-4b2c-9d33-852ab592f507,en,translation,root.translation.edit.form.submit,Save changes!
84448722-fcf9-4d09-a72e-35649570ce2b,en,translation,root.translation.edit.form.delete,Delete!
c159fe64-9e81-4d1d-adf1-713321caa780,en,translation,root.translation.edit.form.deleteConfirm,Do you want to remove translation?
a8e235ab-e8e0-42d6-90ed-d768a16ee520,en,translation,root.translation.edit.form.cancelConfirm,"All changes will be lost, continue?"
0833a721-4f42-4f7b-b162-85c2b30f30e2,en,translation,root.user.edit.form.edit,Edit!
1bb9e6b8-be5d-4882-b84b-950a54e59af2,en,translation,root.user.edit.form.submit,Save changes!
caf6df59-0523-44f1-8515-cd81697a129c,en,translation,root.user.edit.form.delete,Delete!
4895e0ea-ff65-426e-88f1-8cb5f96f0c09,en,translation,root.user.form.login.label,Login
8eafaeb3-599b-44d1-8b73-018c4298c00b,en,translation,root.user.form.password.label,Password
bca3d0da-c9f0-4b63-8e48-322555490950,en,translation,root.user.form.site.label,Site
d546ba28-8830-4ccd-92c1-4c83b0d248d9,en,translation,root.kingdom.dashboard.menu,Dashboard
9577a32a-e5af-4662-a3ee-7d0df8043016,en,translation,root.kingdom.create.menu,Create
3067cf44-705d-41e0-a220-ef1dce52da0a,en,translation,root.kingdom.list.menu,List
44797b69-7a2c-4934-916f-94dc5cbb245b,en,translation,root.user.form.attribute.title,Attributes
7a931018-6bc1-4566-b6c9-0ffb5b171759,en,translation,root.kingdom.edit.menu,Edit
3c800da2-8d05-456f-bea0-cd2fa3253213,en,translation,root.kingdom.title,Kingdom Overview
a343ceab-27e5-4d74-9f4c-fcecd8747cd5,en,translation,root.hero.menu,Hero
58e478c7-9676-4205-9c4e-7cfc565647be,en,translation,root.kingdom.menu,Kingdom
16cf62f7-8542-4779-8e60-339c0160e62c,en,translation,root.hero.dashboard.menu,Dasbhoard
6c191a95-8375-4471-8efd-2fd226544232,en,translation,root.hero.create.menu,Create
19276073-76c5-41a9-ad29-38104a43ff18,en,translation,root.hero.list.menu,List
7b549635-541c-4c3c-b537-8f2410faa956,en,translation,root.building.create.menu,Create
d352f70d-3222-4b2e-b7c6-a45f561ca8f0,en,translation,root.building.list.menu,List
9dccb9f7-1a93-4849-878d-f32e00c36473,en,translation,root.hero.title,Heroes
4e04c694-cb41-4ad5-b938-5bbb5f9903cc,en,translation,root.site.null,No site
7e271333-cdf7-4bfd-a05d-a93dd57b5747,en,translation,root.site.game,Game
3bab8375-399c-4e97-b144-2cc14df3bcae,en,translation,root.site.root,Root
f7cc8a92-8aa5-446d-b21a-66c6c6041649,en,translation,root.user.form.misc.title,Others
4cffebc9-6a28-4f81-a808-489b63a24a01,en,translation,root.user.form.template.label,Template user
7d07d74f-5c70-4af5-a214-84bc17eb5029,en,translation,root.user.form.template.help,Attributes will be copied from the selected template user (if selected).
fe06ce06-b3eb-43c1-9ef7-61d02fb846e5,en,translation,root.user.form.attribute.empty,There are no attributes.
b5b498f1-eeb0-490b-9a56-7331800442a0,en,translation,root.user.form.attribute.add,Attribute
4295967b-70f5-404a-a2a6-d294bfc9dd3c,en,translation,root.user.create.list.title,Users
063e6381-aad2-416f-b590-077d2c79719f,en,translation,root.user.create.list.item-0,User represents a human being.
d7db2f47-df83-4906-8d3f-ede2d5860181,en,translation,root.user.create.list.item-1,User could log in into the game (Game site) or as the root administrator (Root site).
a8504512-a474-4324-b55c-99c4d360ef14,en,translation,root.user.create.list.item-2,"Gamers have access to the game, thus using game rules defined in this administration."
2ab179dc-7599-4e45-b5d7-4c7e72dfaa6d,en,translation,root.user.create.list.item-3,"Root users have full access to the server, thus not able to play the game - they're like Game Masters."
5c4c3105-71a0-4021-91e5-136a39c585ca,en,translation,root.kingdom.edit.form.edit,Edit!
bd29cfca-7e45-46d9-b23a-c1f9bfe56f03,cs,translation,root.kingdom.edit.form.edit,Editovat!
ec33ecc7-190d-474b-a2bc-08f7c5c4891d,en,translation,root.kingdom.list.title,Kingdom list
817b26cf-8b52-4b8e-b892-b935d40e483d,en,translation,root.kingdom.list.table.name.column,Name
71333af7-9c3b-4b55-8ef2-35f6e8b9e5ad,en,translation,root.kingdom.list.table.id.column,UUID
6fa714fa-060c-4cb9-b445-9cf05b16043b,en,translation,root.kingdom.create.title,Create Kingdom!
722b0a55-6f4b-4afe-a5c2-baaa0ff96ee6,en,translation,root.kingdom.create.form.submit,Create!
e32fadad-2443-4b09-9506-82f4a2a2e605,en,translation,root.kingdom.form.cancel,Cancel!
07d8b82a-574b-4d4e-8ced-d9952ea07bbb,en,translation,root.kingdom.form.name.label,Name
721dee8a-16a4-40f6-bf5a-f4d9b5b228b1,en,translation,root.kingdom.create.form.misc.title,Others
27e7d3d9-edf5-41e6-acc8-d8dae1037a3b,en,translation,root.kingdom.create.form.template.label,Template
f6420127-ad86-43bd-b403-137baac18fc7,en,translation,root.kingdom.create.form.template.help,Use template kingdom to copy default attributes.
3d8b8e7b-20e6-4a90-b66a-b65806e8f5bd,en,translation,root.kingdom.form.attribute.add,Attribute
f0fbde36-08d4-4a8b-b6d1-b308d8fe4a2a,en,translation,root.kingdom.form.attribute.title,Attributes
a3023e33-d633-4236-aad5-aee4058e0894,en,translation,root.kingdom.form.attribute.empty,There are no attributes.
4311b5d4-5f87-4140-9559-a8a4ed288d4c,en,translation,root.kingdom.subtitle,Here you have overview of all kingdoms!
b7bfd9d9-e132-4ad2-bfd6-28c2c35d1d88,en,translation,root.building.edit.form.edit,Edit!
f262f156-161b-4dd4-ba11-3544290e2723,en,translation,root.building.form.name.label,Name
1d16c4ef-07b5-4a9e-9c3d-cef67ddd70e6,en,translation,root.building.title,Building
7887693e-cfbe-43fa-9799-cab08214702b,en,translation,root.building.form.attribute.title,Attributes
f937fd73-2bb2-4f13-8b03-26c8495cee37,en,translation,root.building.form.attribute.empty,There are no attributes.
42d854e2-06fd-4a1f-8b23-9295915bcc4e,en,translation,root.building.edit.form.submit,Save changes!
8216ba5d-eff7-429f-89de-e183a81586b9,en,translation,root.building.form.attribute.add,Attribute
adb7a479-c58f-4e80-80b8-dda5d3413525,en,translation,root.building.form.cancel,Cancel!
8338c00a-b85c-4034-85ed-4516b783e0cf,en,translation,root.building.edit.form.delete,Delete!
f8b5d614-09f6-4377-9107-046201f45b45,en,translation,root.building.form.attribute.deleteConfirm,Delete attribute?
8bcbc9e3-f7a6-45af-914d-677069cb46d1,en,translation,root.building.edit.form.deleteConfirm,Delete building? This action cannot be reverted!
f562a354-3c35-4146-95f8-5f154d5d1fa6,en,translation,root.toolbar.kingdom.create,Create
e02b5bfd-2b84-4f56-b6b7-a556fb84e02e,en,translation,root.toolbar.building.create,Create
a46dd03f-334f-452d-b223-cc28145074d0,en,translation,root.toolbar.hero.create,Create
1915998d-0b0e-43ac-abdd-28f629ad8d58,en,translation,root.toolbar.kingdom.list,List
54eef983-8633-43e3-9a18-d115a54105dd,en,translation,root.toolbar.hero.list,List
599a7151-aba1-43db-ada1-af3dc65085e0,en,translation,root.toolbar.building.list,List
267d9a7b-6b5c-4c69-8fcb-3062d4d56f19,en,translation,root.building.create.form.submit,Create!
f50c6618-9154-4d0b-94bf-43514e322a24,en,translation,root.hero.create.form.submit,Create!
f995f42d-f1cc-4129-9b6e-24fa491e0149,en,translation,root.building.create.title,Create building!
07aea2a1-6db4-43d4-bb0d-1c89f763a74f,en,translation,root.hero.list.title,Heroes
ac4e2e9c-b3b3-4405-ae4e-f031ef78e297,en,translation,root.hero.list.table.id.column,UUID
3c42f387-d255-4306-bc77-3ba6011e7097,en,translation,root.hero.list.table.name.column,Name
6d181a6b-69d6-474b-84a1-49161279d4bc,en,translation,root.hero.form.cancel,Cancel!
34e5380a-b948-40a7-96e9-9af0e0849bb2,en,translation,root.building.list.title,Buildings
87be21aa-5f2f-48c5-976a-57afc264d497,en,translation,root.building.list.table.id.column,UUID
042d4474-34e9-4db5-9ab0-267ba8af0fbd,en,translation,root.building.list.table.name.column,Name
1408024e-407b-4ac5-82c5-6ec19ffc2283,en,translation,root.user.subtitle,Dashboard for all users on the server.
e5c6357c-9290-47b9-98b7-877e8e0b0f31,en,translation,root.hero.form.name.label,Name
f3b2cdbb-ba1e-4016-8aa1-0581ecde262f,en,translation,root.hero.form.attribute.title,Attributes
0b12c8ac-4cfc-4c4a-8d79-847bc2641f6a,en,translation,root.hero.form.attribute.empty,There are no attributes!
3838606e-046a-4072-86ad-d31353763278,en,translation,root.hero.form.attribute.add,Attribute
ef4e402b-ec12-4b39-8e76-3b950759eb51,en,translation,root.hero.create.title,Create new Hero!
212f7fc4-2dc9-44ff-a5e4-a3934ab5cb54,en,translation,root.hero.create.list.title,Heroes
54f1d75f-9c94-43c8-8302-1d1ef834a32d,en,translation,root.building.subtitle,Dashboard of all Buildings in the selected Kingdom.
10d14c66-51a4-4a94-990f-6f0486ed9329,en,translation,root.hero.subtitle,Dashboard of all Heroes in the selected Kingdom.
af3d592d-1f8a-440f-b3d7-f3cd29bcd0c7,en,translation,root.user.create.title,Create User
965d038b-ac3f-4318-b3ed-f3f5706d8382,en,translation,root.kingdom.edit.form.submit,Save changes!
63911ce9-8760-422a-8d91-14fe74ce36dd,en,translation,root.building.menu,Building
caa8e826-fb2d-4611-afde-d951aa8ac89c,en,translation,root.kingdom.edit.form.delete,Delete!
b3985fe2-f33c-4ca6-aeb8-86d340fbc561,en,translation,root.building.edit.menu,Edit
475d4f13-3ee1-4635-a0a4-9a28bc93f302,en,translation,root.hero.edit.menu,Edit
80a0accd-ab21-41ab-82c3-4f8322ed1f89,en,translation,root.hero.edit.form.edit,Edit!
07b83e53-4abb-4448-9ad4-682b35be8bfb,en,translation,root.hero.edit.form.submit,Save changes!
1cabd7bc-738c-45a7-8c3a-a3c7a4e7cdfa,en,translation,root.hero.edit.form.delete,Delete!
cf6dffc1-3d46-44f4-b682-c68e18fdd82c,en,translation,root.hero.edit.form.deleteConfirm,Do you want to kill the selected Hero? This action cannot be taken back!
c5fd377b-7ce5-41df-a0dd-f1da8f2b385f,en,translation,root.hero.form.attribute.name.hint,Select Attribute!
2946d10a-72de-4084-9a73-e360e01e431d,en,translation,root.hero.form.attribute.value.hint,Value
0d086497-a62b-411e-9c17-c20e69d18e56,en,translation,root.hero.form.attribute.deleteConfirm,Delete selected attribute?
84e1c2fd-0aba-4361-b33d-077716e5658b,en,translation,public.sign-up.succeed.title,Welcome to the World of DeRivean!
4d2416f4-68ef-4989-9498-b5426ebf4b34,en,translation,public.sign-up.succeed.subtitle,Now you can access you account from login page and see what awaits you!
659c04f9-3508-4f20-9bac-6b8c5b0ad79d,en,translation,public.sign-up.continue.title,Sing In!
c0080980-10c2-4942-9db4-20dbf55531c6,en,translation,root.user.form.login.required,"User login is a bit required field, so please fill one!"
90696e6a-040a-4330-9060-f840162c9396,en,translation,hero.list.back.menu,Back
0e4afa41-26e1-41e8-bcef-ad62b6040d8c,en,translation,root.building.list.back,Back
5b580639-5f11-4f40-88cc-d596bb120e0d,en,translation,root.hero.home.back.menu,Back
2f837ad2-fd94-46ac-b66c-2c27572d49ed,en,translation,root.building.home.back.menu,Back
b41e0ad6-aceb-4ce5-b1d4-53118ff7d0f5,en,translation,root.kingdom.home.back.menu,Back
abc845e7-d073-4d99-8d97-e90683a7cad6,en,translation,root.hero.create.success,Hero created!
3d477285-eb30-409a-bdb0-6ab224b1e90e,en,translation,root.building.create.success,Building created!
a32e2b0d-78d2-4932-9728-8d1652897d40,en,translation,root.hero.create.error,"Cannot create hero, please check inputs."
345f41ed-9d5f-4c0b-9472-78f04e02d0ad,en,translation,root.building.create.error,"Cannot create the building, please check inputs."
ea47de38-14bb-42b8-a8f6-5a1c87aedb43,en,translation,root.user.create.form.cancelConfirm,Do you want to cancel changes?
e9170f96-a730-451f-b8db-ab501c2df3f4,en,translation,root.user.create.success,User created!
472b2adb-3aee-4788-ac0d-a9210334dcb3,en,translation,root.user.edit.form.cancelConfirm,Do you want to cancel changes?
ca4fe49f-0b86-4bce-92a5-86367e39beaa,en,translation,root.user.edit.form.deleteConfirm,"Do you want to remove selected user? This action cannot be taken back and a lof of data (kingdoms, heroes, ...) could be lost!"
1205eec4-7703-47ef-b228-e415fcbba742,en,translation,root.user.delete.success,User removed!
12ec9af0-0119-494c-b9c7-29c593cd3572,en,translation,root.user.home.back.menu,Back
a8027f2f-b730-437f-8b25-a749044eeb55,en,translation,root.kingdom.edit.form.deleteConfirm,Do you want to remove the Kingdom? A lot of data will be lost and cannot be reverted!
e83037ba-a594-4327-ba67-76a0b358e70b,en,translation,root.kingdom.delete.success,Kingdom deleted!
636c110c-aff8-4116-93c1-0e5a0c6e3b83,en,translation,root.kingdom.create.success,Kingdom created!
ac869cee-8199-49c4-9dd0-97e964b347aa,en,translation,root.hero.delete.success,Hero deleted!
ba2ed01b-aed9-4abb-8ecb-117be9153062,en,translation,root.building.delete.success,Building deleted!
d2fb77b9-931e-43c3-8d45-f759d8c3ea70,en,translation,root.kingdom.form.attribute.name.hint,Select attribute
4dbf93db-4768-4f6e-bb52-d9d9b9c04e5a,en,translation,root.kingdom.form.attribute.value.hint,Value
7c390065-53a1-4924-9646-0b8cf3e452a5,en,translation,root.kingdom.form.attribute.value.required,Please specify value!
b5b54d21-c337-4204-9d91-81990f64be71,en,translation,root.kingdom.form.name.required,Please choose some epic kingdom name!
bf28acf2-8b92-42f5-b040-795968163c16,en,translation,root.kingdom.create.error,"Cannot create Kingdom, please check inputs!"
4d22fb77-83e2-4237-8b66-47b1de839da2,en,translation,root.kingdom.form.attribute.deleteConfirm,Delete attribute?
df27abce-5cca-490d-9c9f-e90a44b38cc0,en,translation,root.kingdom.create.form.cancelConfirm,Cancel changes? All unsaved changes will be lost!
06ebfa9d-1d37-40bf-a1ea-073044511dbe,en,translation,root.user.attributes.subtitle,Editor of attributes for the selected user.
191f46f5-3410-442b-bb56-5f971360f73d,en,translation,root.user.form.attribute.name.hint,Select attribute
3863808c-824d-4733-9278-e99dc1105939,en,translation,root.user.form.attribute.value.hint,Value
d17a7387-2792-4af0-b9e5-f896008a8a1d,en,translation,root.user.form.attribute.name.required,Please pick attribute!
ae7dbb7a-a097-4264-a918-e6a9855509ab,en,translation,root.user.form.attribute.value.required,Please fill attribute value!
e0de8c43-6e43-4bc2-ba78-29606c4d4e75,en,translation,root.user.update.error,"Cannot update User, please check inputs!"
fb309f63-4b70-4f8c-bf9e-4fb2b592a5de,en,translation,root.user.attributes.submit,Save changes!
209f1199-9f82-4259-b63f-6a8dac5db40d,en,translation,root.user.form.attribute.deleteConfirm,Delete attribute?
a85f3dbf-9f98-4f9f-9be9-385facc4c5c5,en,translation,root.user.form.name.required,Please pick some nice user name!
26b3945d-ccea-47b5-a5b1-4f86242f0f3d,en,translation,root.user.attributes.title,User's Attributes
1e238491-43ed-47d0-984f-02e67149d39a,en,translation,root.user.create.error,Cannot create User!
